sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,46,Non-White,1,4,0,0,8,261.0,0.0,2,1,3,Low,5,1.0,1.0
Female,36,Non-White,0,6,0,0,5,0.0,0.0,3,1,2,High,4,1.0,1.0
Male,55,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,27,Non-White,0,6,0,0,4,0.0,0.0,3,0,1,Low,4,1.0,0.0
Male,27,White,0,4,0,0,0,0.0,0.0,3,0,1,Low,3,8.0,0.0
Male,22,Non-White,0,7,0,0,3,-1.0,1.0,3,0,1,Low,5,8.0,0.0
Male,31,Non-White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,9,1.0,0.0
Male,23,Non-White,0,4,0,3,2,0.0,0.0,3,1,2,Low,4,1.0,0.0
Male,39,Non-White,0,1,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,20,Non-White,1,7,0,0,1,-1.0,1.0,3,1,3,Low,7,1.0,0.0
Female,31,Non-White,0,8,2,0,10,-3.0,3.0,3,0,1,Low,4,1.0,0.0
Male,24,White,0,9,0,0,8,0.0,0.0,3,1,2,Low,9,37.0,0.0
Male,23,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Female,37,White,0,8,0,0,2,-1.0,1.0,3,1,2,Low,2,1.0,0.0
Male,25,Non-White,0,6,0,0,0,-41.0,2.0,2,1,2,Low,7,33.0,0.0
Male,26,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,24,Non-White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,3,8.0,0.0
Female,24,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,33,Non-White,0,2,0,0,3,-51.0,995.0,2,0,1,Low,2,1.0,0.0
Male,42,White,0,5,0,0,2,1.0,68.0,3,0,1,Low,3,14.0,0.0
Male,29,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,41,Non-White,0,1,0,0,4,0.0,0.0,2,1,2,Low,1,-1.0,0.0
Male,37,Non-White,0,1,0,0,0,-1.0,1.0,3,1,2,High,1,1.0,1.0
Male,46,White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,56,White,0,5,0,0,10,-1.0,1.0,3,1,2,Low,4,41.0,3.0
Male,36,Non-White,0,7,0,0,3,0.0,0.0,3,0,1,Low,5,1.0,0.0
Male,23,Non-White,0,3,0,0,0,-1.0,1.0,3,1,2,Low,5,1.0,1.0
Female,23,Non-White,0,5,0,0,1,-2.0,2.0,3,1,2,Low,5,1.0,5.0
Male,25,Non-White,0,8,0,0,0,0.0,1.0,3,1,3,Low,6,-1.0,0.0
Male,24,Non-White,0,7,0,0,1,-1.0,1.0,3,1,2,Low,6,1.0,0.0
Male,35,Non-White,0,10,0,0,27,-103.0,1.0,3,0,1,Low,6,1.0,0.0
Male,55,White,0,1,0,0,9,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,5,2.0,0.0
Male,26,Non-White,0,2,0,0,1,-24.0,24.0,2,1,2,Low,3,1.0,0.0
Male,24,White,0,7,0,0,2,-1.0,1.0,3,1,3,Low,5,10.0,118.0
Male,43,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,49,White,0,1,0,0,1,-9.0,9.0,2,0,1,Low,1,1.0,0.0
Male,32,Non-White,0,9,0,0,0,-1.0,1.0,3,0,1,Low,4,14.0,0.0
Male,27,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,46,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,177.0,0.0
Male,32,White,0,2,0,0,5,0.0,0.0,3,0,1,Low,2,-1.0,0.0
Female,34,Non-White,0,3,0,0,1,-3.0,4.0,3,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,9,0,0,0,-1.0,1.0,3,1,2,High,6,14.0,1.0
Male,43,White,0,1,0,0,2,-26.0,26.0,3,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,53,White,0,1,0,0,0,-2.0,2.0,2,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,6,0,0,1,-1.0,1.0,3,1,2,Low,5,57.0,0.0
Male,28,Non-White,0,4,0,0,0,0.0,1.0,3,0,1,Low,5,1.0,0.0
Male,32,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,21,White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,31,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,9.0,0.0
Male,33,White,0,7,0,0,3,0.0,1.0,3,1,3,Low,4,1.0,71.0
Female,35,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,25,White,0,7,0,0,4,-60.0,60.0,3,0,1,Low,5,42.0,0.0
Male,30,Non-White,0,1,0,0,3,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,55,White,0,3,0,0,3,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,50,Non-White,0,5,0,0,9,-1.0,1.0,2,1,3,Low,6,28.0,1.0
Male,28,Non-White,0,3,0,0,0,-2.0,2.0,2,0,1,Low,3,1.0,0.0
Male,44,White,0,1,0,0,0,-1.0,1.0,2,1,2,High,1,2.0,1.0
Female,48,White,0,1,0,0,2,-66.0,67.0,3,0,1,Low,1,32.0,0.0
Male,19,Non-White,2,10,1,1,3,22.0,23.0,3,1,3,Low,10,1.0,0.0
Male,23,Non-White,0,7,0,0,2,-1.0,1.0,2,0,1,Low,9,45.0,0.0
Male,24,Non-White,0,8,0,1,3,0.0,1.0,3,1,3,Low,7,-1.0,63.0
Male,50,White,0,3,0,0,2,0.0,1.0,3,0,1,Low,6,1.0,0.0
Female,27,White,0,5,0,0,13,-1.0,1.0,3,0,1,Low,2,9.0,0.0
Male,23,Non-White,2,10,0,1,4,85.0,260.0,3,0,1,Low,9,78.0,0.0
Male,31,Non-White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,31,Non-White,0,4,0,0,0,0.0,1.0,2,0,1,Low,3,21.0,0.0
Female,28,White,0,4,0,0,0,-1.0,1.0,3,1,2,Low,3,1.0,0.0
Male,42,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,36,White,0,6,0,0,2,-1.0,1.0,2,0,1,Low,2,57.0,0.0
Male,21,Non-White,0,9,0,0,0,0.0,1.0,2,1,3,Low,6,97.0,1.0
Male,54,White,0,4,0,0,5,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,21,White,0,8,0,0,0,0.0,1.0,3,1,2,Low,5,1.0,1.0
Male,24,Non-White,0,4,0,0,0,-1.0,1.0,2,1,2,Low,4,1.0,1.0
Male,31,White,0,5,0,0,3,-1.0,1.0,3,1,3,Low,3,1.0,0.0
Male,23,Non-White,0,3,0,0,0,0.0,0.0,2,0,1,Low,5,2.0,0.0
Male,27,White,0,9,0,0,0,0.0,0.0,3,1,3,Low,8,1.0,0.0
Male,36,Non-White,0,7,1,0,7,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,24,White,0,8,0,0,10,0.0,0.0,3,0,1,Low,5,15.0,0.0
Male,20,Non-White,0,3,0,1,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,32,Non-White,0,2,0,0,0,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,75,White,0,4,0,0,1,-35.0,36.0,3,1,3,Low,1,30.0,1.0
Male,28,Non-White,0,5,0,0,7,-1.0,0.0,3,1,3,Low,3,77.0,145.0
Male,67,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,30,White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Female,36,Non-White,0,5,1,0,5,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,32,Non-White,0,7,0,0,11,0.0,0.0,3,0,1,Low,4,1.0,0.0
Male,44,Non-White,0,4,0,0,7,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,25,Non-White,0,4,0,0,1,-24.0,24.0,3,1,3,Low,5,1.0,0.0
Female,30,Non-White,0,8,0,0,15,0.0,1.0,2,1,2,Low,4,1.0,1.0
Male,28,White,0,4,1,0,9,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,58,Non-White,0,6,0,0,17,-1.0,1.0,3,0,1,Low,5,74.0,0.0
Female,32,Non-White,0,8,0,0,5,-1.0,1.0,3,0,1,Low,3,177.0,0.0
Male,27,Non-White,0,6,0,0,0,0.0,0.0,3,1,2,Low,6,3.0,1.0
Male,26,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,54,Non-White,0,5,0,0,26,-1.0,1.0,3,0,1,Low,9,390.0,0.0
Female,23,White,0,3,0,1,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,42,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,39,Non-White,0,3,0,0,0,-1.0,2.0,3,0,1,Low,3,1.0,0.0
Male,36,Non-White,0,4,0,0,4,-215.0,215.0,3,0,1,Low,2,-1.0,0.0
Male,36,Non-White,0,2,0,0,8,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,25,White,0,4,0,0,0,0.0,1.0,2,0,1,Low,4,2.0,0.0
Female,33,Non-White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,26,White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,31,White,0,5,0,0,5,-1.0,1.0,3,1,2,Low,2,1.0,2.0
Male,30,White,0,1,0,0,0,0.0,0.0,2,1,2,Low,2,1.0,0.0
Male,33,Non-White,0,2,0,0,4,-9.0,9.0,3,0,1,Low,2,7.0,0.0
Male,38,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,26,Non-White,0,3,0,0,1,0.0,0.0,2,1,2,Low,3,1.0,0.0
Male,25,Non-White,0,9,0,0,9,-1.0,1.0,3,0,1,Low,8,1.0,0.0
Male,52,Non-White,0,3,0,0,5,-1.0,1.0,3,1,3,High,1,6.0,0.0
Female,31,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Female,22,White,0,7,0,0,2,-1.0,1.0,2,1,2,Low,6,2.0,1.0
Male,50,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,37,Non-White,0,1,0,0,4,135.0,1.0,3,0,1,Low,1,1.0,0.0
Male,58,White,0,1,0,0,1,-1.0,1.0,3,1,2,High,1,1.0,1.0
Female,28,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,34,White,0,4,0,0,3,-1.0,1.0,2,1,2,Low,3,1.0,165.0
Male,32,White,0,1,0,0,1,0.0,0.0,3,1,3,Low,1,1.0,25.0
Female,43,White,0,1,0,0,1,-27.0,27.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,Low,2,1.0,0.0
Male,27,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,2,1.0,0.0
Male,39,White,0,3,0,0,5,-21.0,21.0,3,0,1,Low,2,18.0,0.0
Male,24,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,38,Non-White,1,7,0,0,8,-1.0,2.0,2,0,1,Low,6,1.0,0.0
Male,52,White,0,2,0,0,7,-23.0,23.0,3,0,1,Low,1,1.0,0.0
Female,23,Non-White,0,6,0,0,0,0.0,0.0,3,0,1,Low,5,1.0,0.0
Male,56,Non-White,0,2,0,0,3,-27.0,27.0,2,1,2,Low,1,1.0,0.0
Male,48,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,46,White,0,6,0,0,7,0.0,0.0,3,1,3,Low,7,36.0,84.0
Male,57,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,38,White,0,1,0,0,5,-11.0,11.0,3,1,2,Low,2,3.0,44.0
Male,47,White,0,5,0,0,3,0.0,0.0,2,0,1,Low,1,63.0,0.0
Male,32,White,0,1,0,0,0,-7.0,7.0,3,0,1,Low,2,1.0,0.0
Male,34,Non-White,0,7,1,0,27,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,42,Non-White,0,6,0,0,5,-1.0,1.0,3,0,1,Low,6,2.0,0.0
Female,35,Non-White,0,1,0,0,0,-1.0,1.0,2,1,3,Low,1,2.0,0.0
Male,20,White,0,10,0,0,0,-1.0,1.0,3,1,2,Low,10,6.0,19.0
Female,32,White,0,10,0,0,2,-1.0,1.0,3,1,3,Low,4,32.0,0.0
Male,21,White,0,5,0,1,0,-1.0,1.0,2,0,1,Low,7,1.0,0.0
Male,24,Non-White,0,2,0,0,0,0.0,0.0,2,1,2,Low,3,1.0,0.0
Male,24,Non-White,0,9,0,0,1,-1.0,1.0,2,1,3,Low,9,123.0,0.0
Male,55,Non-White,0,1,0,0,2,-32.0,32.0,3,0,1,Low,1,27.0,0.0
Male,23,Non-White,0,7,0,0,4,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,30,White,0,4,0,0,5,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,26,Non-White,0,3,0,0,0,-1.0,1.0,2,1,3,Low,4,1.0,1.0
Female,27,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,52,White,0,2,0,0,8,0.0,0.0,3,0,1,Low,1,39.0,0.0
Male,26,Non-White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,32,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,-1.0,0.0
Male,27,Non-White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,4,2.0,0.0
Female,27,White,0,5,0,0,0,0.0,0.0,2,0,1,Low,3,1.0,0.0
Male,56,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,52,White,0,9,0,0,16,-4.0,5.0,3,1,2,Low,4,11.0,26.0
Male,37,Non-White,0,1,0,0,3,-1.0,1.0,3,1,3,Low,1,1.0,1.0
Male,45,Non-White,0,1,0,0,0,-6.0,6.0,2,0,1,Low,1,1.0,0.0
Male,23,Non-White,0,2,0,0,1,-39.0,39.0,2,0,1,Low,4,39.0,0.0
Female,36,White,0,6,0,0,3,-27.0,27.0,3,1,3,Low,7,27.0,43.0
Female,29,Non-White,0,2,0,0,0,-3.0,3.0,3,0,1,Low,2,1.0,0.0
Male,21,Non-White,0,3,0,0,0,-5.0,5.0,3,0,1,Low,6,1.0,0.0
Male,20,Non-White,0,2,2,1,3,-1.0,1.0,2,1,2,Low,4,1.0,1.0
Male,51,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,53,White,0,8,0,0,4,-62.0,52.0,3,0,1,Low,1,55.0,0.0
Male,28,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,27,Non-White,0,8,1,0,11,-1.0,1.0,3,0,1,Low,6,4.0,0.0
Male,28,Non-White,1,8,0,1,11,0.0,1.0,3,1,2,Low,6,1.0,1.0
Male,38,Non-White,0,1,0,0,4,-1.0,1.0,2,1,2,Low,1,1.0,0.0
Male,30,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Female,19,Non-White,0,9,0,0,1,-1.0,1.0,3,1,3,High,7,434.0,0.0
Male,65,White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,37,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,34,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,High,1,2.0,0.0
Male,37,White,0,8,0,0,7,-1.0,1.0,3,1,3,Low,6,69.0,0.0
Male,21,Non-White,0,8,0,1,1,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,21,Non-White,0,9,0,0,0,-1.0,1.0,3,1,2,Low,8,7.0,56.0
Female,38,White,0,4,0,0,3,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,47,Non-White,0,4,0,0,1,0.0,1.0,2,0,1,Low,5,1.0,0.0
Female,26,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,56,White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,2,191.0,0.0
Male,27,Non-White,0,7,0,0,2,-1.0,1.0,3,1,2,Low,7,246.0,11.0
Male,44,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,32,White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,8,0,0,0,-1.0,1.0,2,0,1,Low,8,1.0,0.0
Male,57,White,0,1,0,0,0,-2.0,2.0,3,0,1,Low,1,2.0,0.0
Male,25,Non-White,0,7,1,0,9,-17.0,6.0,3,0,1,Low,4,12.0,0.0
Male,38,Non-White,0,5,0,0,8,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Female,23,Non-White,0,10,0,0,2,16.0,20.0,3,1,3,High,9,116.0,97.0
Male,32,Non-White,0,10,0,0,8,0.0,1.0,3,1,2,Low,5,2.0,1.0
Female,36,Non-White,0,5,0,0,2,-2.0,2.0,2,0,1,Low,3,1.0,0.0
Male,41,Non-White,0,5,0,0,5,-1.0,1006.0,2,0,1,Low,6,1.0,0.0
Male,31,Non-White,0,3,0,0,2,-69.0,69.0,3,0,1,Low,2,49.0,0.0
Male,36,Non-White,0,1,0,0,2,-2.0,1.0,3,0,1,Low,1,2.0,0.0
Male,62,Non-White,0,6,0,0,1,-1.0,1.0,3,0,1,Low,1,63.0,0.0
Female,41,White,0,6,0,0,7,25.0,81.0,3,0,1,Low,2,396.0,0.0
Female,39,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,6,0,0,1,-1.0,1.0,3,1,2,High,6,1.0,0.0
Male,43,White,0,4,0,0,8,35.0,435.0,3,1,3,Low,6,61.0,62.0
Male,22,Non-White,0,4,0,0,0,0.0,1.0,3,0,1,Low,6,-1.0,0.0
Male,28,Non-White,0,9,0,0,9,-1.0,1.0,3,0,1,Low,8,309.0,0.0
Male,31,Non-White,0,4,0,0,2,-1.0,1.0,2,0,1,Low,6,2.0,0.0
Male,37,White,0,1,0,0,0,-2.0,2.0,2,0,1,Low,2,1.0,0.0
Male,27,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,49,Non-White,0,7,0,0,15,-137.0,137.0,2,0,1,Low,2,17.0,0.0
Male,22,Non-White,0,4,0,0,2,-22.0,23.0,3,1,2,Low,4,16.0,0.0
Male,49,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,28,White,0,8,0,0,5,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,59,White,0,1,0,0,2,-19.0,19.0,3,0,1,Low,1,18.0,0.0
Female,33,Non-White,0,9,0,0,0,-1.0,1.0,3,1,3,Low,7,29.0,38.0
Male,39,White,0,10,0,0,21,-216.0,216.0,3,0,1,Low,10,194.0,0.0
Female,43,Non-White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,25,White,0,4,0,0,5,-1.0,1.0,3,1,2,Low,5,101.0,87.0
Male,36,Non-White,3,10,0,2,19,90.0,159.0,2,1,3,Low,6,83.0,83.0
Male,23,Non-White,0,5,0,0,3,-1.0,1.0,3,1,2,Low,5,3.0,0.0
Female,43,White,0,2,0,0,3,9.0,10.0,2,1,2,High,1,1.0,1.0
Male,56,White,0,1,0,0,9,-24.0,24.0,2,1,2,Low,1,19.0,52.0
Female,20,Non-White,0,8,0,0,1,-1.0,1.0,3,1,2,Low,6,3.0,0.0
Male,50,Non-White,0,5,0,0,2,-28.0,6.0,1,1,2,Low,1,1.0,0.0
Male,24,Non-White,0,8,0,0,2,-49.0,49.0,2,1,2,Low,4,2.0,0.0
Female,54,White,0,2,0,0,1,-4.0,4.0,2,0,1,Low,1,3.0,0.0
Male,20,Non-White,0,10,0,0,1,-1.0,1.0,3,1,2,Low,8,1.0,16.0
Male,36,Non-White,0,4,0,0,3,-1.0,1.0,2,1,2,High,3,45.0,257.0
Female,36,Non-White,0,6,0,0,3,0.0,1.0,3,1,2,Low,4,1.0,0.0
Male,56,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,25,Non-White,0,9,0,0,28,-55.0,53.0,2,1,2,Low,8,1.0,0.0
Male,25,Non-White,1,9,0,0,2,-1.0,1.0,3,1,2,Low,7,1.0,1.0
Female,42,White,0,3,0,0,1,-1.0,1.0,3,1,2,Low,1,21.0,0.0
Male,48,Non-White,0,6,0,0,4,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,34,Non-White,1,10,0,0,21,-1.0,1.0,2,1,2,High,10,5.0,235.0
Male,28,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,32,White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,55,White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,1,67.0,0.0
Female,31,White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,29,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,24,Non-White,0,9,0,0,4,-1.0,1.0,3,1,3,Low,8,5.0,35.0
Female,25,White,0,4,0,0,0,0.0,1.0,3,1,3,Low,4,1.0,40.0
Female,32,White,0,2,0,1,4,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,37,Non-White,0,9,0,0,20,0.0,0.0,3,1,2,Low,5,35.0,58.0
Male,20,White,0,10,0,0,0,-1.0,1.0,3,0,1,Low,9,140.0,0.0
Male,24,Non-White,0,3,0,0,1,-1.0,1.0,3,1,2,Low,4,1.0,1.0
Male,48,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,25,Non-White,1,9,2,0,9,43.0,20.0,3,1,3,High,9,49.0,50.0
Male,35,Non-White,0,2,0,0,1,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,57,Non-White,0,4,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,21,Non-White,0,4,0,0,1,-1.0,1.0,3,1,3,Low,6,1.0,0.0
Female,21,Non-White,0,10,0,0,0,-1.0,1.0,3,1,3,Low,9,33.0,1.0
Male,21,Non-White,0,5,1,0,1,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,39,Non-White,0,9,1,0,15,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,22,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,32,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,44,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,27,White,0,2,0,0,0,-1.0,1.0,3,1,3,Low,2,2.0,34.0
Male,22,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,28,Non-White,0,5,0,0,4,0.0,1.0,3,0,1,Low,5,1.0,0.0
Male,26,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,23,Non-White,0,2,0,0,0,-1.0,1.0,2,1,2,Low,3,1.0,84.0
Male,34,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,34,Non-White,0,7,0,0,14,-11.0,11.0,3,0,1,Low,4,11.0,0.0
Male,22,Non-White,0,9,0,0,3,-1.0,1.0,3,0,1,Low,9,33.0,0.0
Male,56,Non-White,0,6,0,0,17,-25.0,25.0,2,0,1,Low,6,21.0,0.0
Male,40,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,30,Non-White,0,5,0,0,5,-1.0,1.0,3,1,2,Low,4,62.0,185.0
Male,44,White,0,2,0,0,5,0.0,0.0,3,0,1,Low,1,6.0,0.0
Male,57,White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,1,17.0,0.0
Male,22,Non-White,0,8,0,1,0,-1.0,1.0,3,1,3,Low,9,5.0,0.0
Female,36,Non-White,0,5,0,0,6,-520.0,520.0,2,0,1,Low,2,42.0,0.0
Male,33,White,0,6,0,0,1,-1.0,1.0,3,0,1,Low,4,172.0,0.0
Male,24,Non-White,0,8,0,0,7,-1.0,1.0,3,1,3,Low,7,68.0,77.0
Male,28,Non-White,0,10,0,0,10,0.0,0.0,3,0,1,Low,9,174.0,0.0
Male,20,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,35,White,0,9,0,0,2,-50.0,50.0,3,0,1,Low,5,1.0,0.0
Male,53,Non-White,0,1,0,0,1,-8.0,8.0,2,1,3,Low,1,2.0,0.0
Male,60,Non-White,0,3,0,0,13,-13.0,13.0,3,0,1,Low,1,1.0,0.0
Female,22,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Male,43,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,27,Non-White,0,7,0,0,12,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,72,White,0,4,0,0,7,-1.0,2.0,3,0,1,Low,1,-1.0,0.0
Male,33,Non-White,0,5,0,0,3,-1.0,1.0,3,1,2,Low,2,3.0,116.0
Male,24,Non-White,0,4,0,0,1,-1.0,2.0,3,1,2,Low,4,1.0,24.0
Male,25,Non-White,0,3,1,0,6,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,38,Non-White,0,7,0,0,2,-1.0,1.0,3,0,1,Low,2,39.0,0.0
Male,60,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,218.0,0.0
Male,24,White,0,5,0,0,3,-1.0,1.0,3,1,2,Low,4,7.0,0.0
Male,30,Non-White,0,4,0,0,1,-5.0,5.0,2,0,1,Low,6,2.0,0.0
Male,36,Non-White,0,10,0,0,7,-1.0,1.0,3,0,1,Low,9,6.0,0.0
Female,43,White,0,6,0,0,0,-1.0,1.0,2,0,1,Low,1,29.0,0.0
Male,48,Non-White,0,1,0,0,1,-8.0,9.0,2,0,1,Low,1,5.0,0.0
Male,50,White,0,9,0,0,3,501.0,236.0,3,0,1,Low,4,5.0,0.0
Male,54,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,-1.0,0.0
Male,45,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,2.0,0.0
Male,45,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,36,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,2,3.0,0.0
Male,31,White,0,1,0,0,1,0.0,1.0,2,1,2,Low,1,-1.0,5.0
Male,40,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,2.0,0.0
Male,50,White,0,1,0,0,1,-4.0,4.0,3,0,1,Low,1,1.0,0.0
Female,47,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,7.0,0.0
Female,26,Non-White,0,6,0,0,1,-24.0,1349.0,2,0,1,Low,4,1.0,0.0
